code,name,id
Q64.9,"Congenital malformation of urinary system, unspecified",p0oYJ2yFerk
Q65,Congenital deformities of hip,EVOLOF4HdzW
Q65.0,"Congenital dislocation of hip, unilateral",vR58a8H20Wb
Q65.1,"Congenital dislocation of hip, bilateral",xIwvBWvoErv
Q65.2,"Congenital dislocation of hip, unspecified",YCwqoriXOd9
Q65.3,"Congenital subluxation of hip, unilateral",T3sYpm8wSBt
Q65.4,"Congenital subluxation of hip, bilateral",yTqoPGkg7sL
Q65.5,"Congenital subluxation of hip, unspecified",R5j7Et5ZZGl
Q65.6,Unstable hip,kgZKI4lAyxq
Q65.8,Other congenital deformities of hip,cYupfuQ4sxz
Q65.9,"Congenital deformity of hip, unspecified",Ry1kc39Z7rw
Q66,Congenital deformities of feet,IqyjpZJAKG6
Q66.0,Talipes equinovarus,Py7i9NNHnYz
Q66.1,Talipes calcaneovarus,DYh2hFb2ZyR
Q66.2,Metatarsus varus,xLMbHZD5b04
Q66.3,Other congenital varus deformities of feet,zgACu9nZ2yD
Q66.4,Talipes calcaneovalgus,jpSq9HO7oHu
Q66.5,Congenital pes planus,cNdO6s2X2rw
Q66.6,Other congenital valgus deformities of feet,QjDEKrTnpx1
Q66.7,Pes cavus,AkD5ENLkqDA
Q66.8,Other congenital deformities of feet,qvU6TbylMaV
Q66.9,"Congenital deformity of feet, unspecified",fIMDdofNVMg
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",vRtB6yiJvDx
Q67.0,Facial asymmetry,mg1agkw79rk
Q67.1,Compression facies,ZQZw0k1BoRp
Q67.2,Dolichocephaly,R3A4I55weMR
Q67.3,Plagiocephaly,tULuYGYkA1y
Q67.4,"Other congenital deformities of skull, face and jaw",tPvtkVmPTtw
Q67.5,Congenital deformity of spine,Rj91gbd4RQc
Q67.6,Pectus excavatum,GVaQ7ealwfb
Q67.7,Pectus carinatum,fA68lR7BpZm
Q67.8,Other congenital deformities of chest,o4ObTszDHXj
Q68,Other congenital musculoskeletal deformities,m0KY8beWkiT
Q68.0,Congenital deformity of sternocleidomastoid muscle,CB8l2cET06K
Q68.1,Congenital deformity of hand,OPC1sYWIDPv
Q68.2,Congenital deformity of knee,j48UL8eCISr
Q68.3,Congenital bowing of femur,trxKv1Mb5Np
Q68.4,Congenital bowing of tibia and fibula,mrKW32L6IlN
Q68.5,"Congenital bowing of long bones of leg, unspecified",KbYIcpKFWi0
Q68.8,Other specified congenital musculoskeletal deformities,Fo8Ev8D9Y3I
Q69,Polydactyly,noatL6yqL0x
Q69.0,Accessory finger(s),g9XhzpQ9DMC
Q69.1,Accessory thumb(s),oBZGhX2W7C5
Q69.2,Accessory toe(s),nvbUEcwB9ZZ
Q69.9,"Polydactyly, unspecified",i82GFthwCKg
Q70,Syndactyly,BJi2wSB0227
Q70.0,Fused fingers,SFNTvjDPFU2
Q70.1,Webbed fingers,eDd2ikeGYMW
Q70.2,Fused toes,AqpdSqb0R2e
Q70.3,Webbed toes,SbDCnFTCVrI
Q70.4,Polysyndactyly,XAXS9UkfcLS
Q70.9,"Syndactyly, unspecified",BxOFDJ9c1aK
Q71,Reduction defects of upper limb,HBk3kupNECR
Q71.0,Congenital complete absence of upper limb(s),rsgemmXQmrY
Q71.1,Congenital absence of upper arm and forearm with hand present,zoJCXQpJ4BD
Q71.2,Congenital absence of both forearm and hand,fBWpHYWy0JN
Q71.3,Congenital absence of hand and finger(s),ytKGMrOafSJ
Q71.4,Longitudinal reduction defect of radius,fs6nSarcsQL
Q71.5,Longitudinal reduction defect of ulna,drNmBx2jep3
Q71.6,Lobster-claw hand,k6u1foUKeNB
Q71.8,Other reduction defects of upper limb(s),vA2EZxIbFeA
Q71.9,"Reduction defect of upper limb, unspecified",mNUITfyHwMt
Q72,Reduction defects of lower limb,nxFtGLFkFSW
Q72.0,Congenital complete absence of lower limb(s),bF6HhYzQ8r6
Q72.1,Congenital absence of thigh and lower leg with foot present,vVVktyZNKM0
Q72.2,Congenital absence of both lower leg and foot,Wa71ZJArkc3
Q72.3,Congenital absence of foot and toe(s),pENJpbRA47i
Q72.4,Longitudinal reduction defect of femur,E5AYuoDJHr6
Q72.5,Longitudinal reduction defect of tibia,JVvzwwwJf60
Q72.6,Longitudinal reduction defect of fibula,jMyYHz5kUgD
Q72.7,Split foot,U1LvilmUw2q
Q72.8,Other reduction defects of lower limb(s),qzxadUuEHnx
Q72.9,"Reduction defect of lower limb, unspecified",lJ4e3pfHKR0
Q73,Reduction defects of unspecified limb,hJWYBNQrgqi
Q73.0,Congenital absence of unspecified limb(s),HYasrHcoAlc
Q73.1,"Phocomelia, unspecified limb(s)",W0GWtWoAFwC
Q73.8,Other reduction defects of unspecified limb(s),X2ObhpUnaoE
Q74,Other congenital malformations of limb(s),Qo9Rg90VaRB
Q74.0,"Other congenital malformations of upper limb(s), including shoulder girdle",M5PXL6DjT8E
Q74.1,Congenital malformation of knee,wjrKPssNQN9
Q74.2,"Other congenital malformations of lower limb(s), including pelvic girdle",hkTxGGizMEw
Q74.3,Arthrogryposis multiplex congenita,g5xiI861mNN
Q74.8,Other specified congenital malformations of limb(s),lkdRNIQWEH5
Q74.9,Unspecified congenital malformation of limb(s),wMtvzIlQumZ
Q75,Other congenital malformations of skull and face bones,udjAZ6StblF
Q75.0,Craniosynostosis,m9hJvrtXj5Z
Q75.1,Craniofacial dysostosis,mshcWaWV2j2
Q75.2,Hypertelorism,BTNbptkG1ak
Q75.3,Macrocephaly,BC02O1DIHxv
Q75.4,Mandibulofacial dysostosis,lL2mChm3XuA
Q75.5,Oculomandibular dysostosis,k5wAKAQf0uc
Q75.8,Other specified congenital malformations of skull and face bones,bmBCDsI6bah
Q75.9,"Congenital malformation of skull and face bones, unspecified",YZ5jns9EcLF
Q76,Congenital malformations of spine and bony thorax,J7CGaXA2D3o
Q76.0,Spina bifida occulta,DlvYriKJFO9
Q76.1,Klippel-Feil syndrome,gZJpy0VAaje
Q76.2,Congenital spondylolisthesis,nyYaqbNxRna
Q76.3,Congenital scoliosis due to congenital bony malformation,kGqOvIH6r5P
Q76.4,"Other congenital malformations of spine, not associated with scoliosis",NKghh6135Bf
Q76.5,Cervical rib,kzWx5QONzzO
Q76.6,Other congenital malformations of ribs,ER8atSflsB3
Q76.7,Congenital malformation of sternum,sOV1kUilZpm
Q76.8,Other congenital malformations of bony thorax,HvTA30fqRuX
Q76.9,"Congenital malformation of bony thorax, unspecified",GbsQkISlO9L
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,aZcX74TtGOt
Q77.0,Achondrogenesis,BjIlr4AcZoJ
Q77.1,Thanatophoric short stature,vfIuEsKMVbG
Q77.2,Short rib syndrome,gytO6lxJ9o5
Q77.3,Chondrodysplasia punctata,OgUq8UDf6D1
Q77.4,Achondroplasia,TWxOOzIplUQ
Q77.5,Dystrophic dysplasia,i4AfrVhZOLk
Q77.6,Chondroectodermal dysplasia,WIloLjSq77L
Q77.7,Spondyloepiphyseal dysplasia,hHEUesNvZ9P
Q77.8,Other osteochondrodysplasia with defects of growth of tubular bones and spine,OvufL7OXkCb
Q77.9,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",TETciJWnNe6
Q78,Other osteochondrodysplasias,AATiUmR1MCy
Q78.0,Osteogenesis imperfecta,lyjXKLtwMaT
Q78.1,Polyostotic fibrous dysplasia,TiNVvn6dqdj
Q78.2,Osteopetrosis,Wwb35O8kJsS
Q78.3,Progressive diaphyseal dysplasia,zs9zhpn409l
Q78.4,Enchondromatosis,e8PYslo3oHe
Q78.5,Metaphyseal dysplasia,BG0bAUE9V48
Q78.6,Multiple congenital exostoses,Pbxxu3JuSDU
Q78.8,Other specified osteochondrodysplasias,kIvwOW7Eq5G
Q78.9,"Osteochondrodysplasia, unspecified",BvRrm22ji28
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",BAUN6vaB3iN
Q79.0,Congenital diaphragmatic hernia,EMHpT6CbvjQ
Q79.1,Other congenital malformations of diaphragm,hbwqzQGul3G
Q79.2,Exomphalos,JZqnOFOA5oA
Q79.3,Gastroschisis,PYEj1NlTvcu
Q79.4,Prune belly syndrome,X3qDGpDPFYa
Q79.5,Other congenital malformations of abdominal wall,P7pRziV5G2Q
Q79.6,Ehlers-Danlos syndrome,fVP5xVk3gw6
Q79.8,Other congenital malformations of musculoskeletal system,LoohUR4XUPn
Q79.9,"Congenital malformation of musculoskeletal system, unspecified",a83YMLqbpDA
Q80,Congenital ichthyosis,tPOLVirrjDe
Q80.0,Ichthyosis vulgaris,RL1W5EIZpFF
Q80.1,X-linked ichthyosis,UHMvND6sSJh
Q80.2,Lamellar ichthyosis,yO78iDpcgzG
Q80.3,Congenital bullous ichthyosiform erythroderma,jiuKhaNK6KI
Q80.4,Harlequin fetus,walrbjbsbCm
Q80.8,Other congenital ichthyosis,J7yYeBqIQSn
Q80.9,"Congenital ichthyosis, unspecified",srDsID0MrEm
Q81,Epidermolysis bullosa,zfdQBsc3Lyv
Q81.0,Epidermolysis bullosa simplex,YBTmxJb87ZE
Q81.1,Epidermolysis bullosa letalis,feseDTmJ5Y8
Q81.2,Epidermolysis bullosa dystrophica,brrEowOzfz3
Q81.8,Other epidermolysis bullosa,sdKLNHcySri
Q81.9,"Epidermolysis bullosa, unspecified",GyGYjoePloK
Q82,Other congenital malformations of skin,DdA1vbWtJee
Q82.0,Hereditary lymphoedema,kGjMSSnyZQD
Q82.1,Xeroderma pigmentosum,fMjSTreyJV6
Q82.2,Mastocytosis,o2QBXBdKl1N
Q82.3,Incontinentia pigmenti,kHoILPCYB3r
Q82.4,Ectodermal dysplasia (anhidrotic),b6wLMHL40Ft
Q82.5,Congenital non-neoplastic naevus,bSBvXlhKONs
Q82.8,Other specified congenital malformations of skin,EWu54aj0v6Z
Q82.9,"Congenital malformation of skin, unspecified",RxuH0ykt1rP
Q83,Congenital malformations of breast,uZRFyyaPBPW
Q83.0,Congenital absence of breast with absent nipple,ptc2M7WYWf6
Q83.1,Accessory breast,LJqnNFoN2z7
Q83.2,Absent nipple,Tx3tPOJ6wCY
Q83.3,Accessory nipple,KV8D6fMTeOy
Q83.8,Other congenital malformations of breast,ZgF5OVY3kM8
Q83.9,"Congenital malformation of breast, unspecified",U5wznhxe241
Q84,Other congenital malformations of integument,llZcaqDJLLq
Q84.0,Congenital alopecia,TI9PuHVX9If
Q84.1,"Congenital morphological disturbances of hair, not elsewhere classified",hwWoRndOaQF
Q84.2,Other congenital malformations of hair,AYCRzqml6Xc
Q84.3,Anonychia,Ra7Axs2VbSu
Q84.4,Congenital leukonychia,QDiI3TReCwI
Q84.5,Enlarged and hypertrophic nails,w9s5qJtpIJ2
Q84.6,Other congenital malformations of nails,SWBSYfbi6Au
Q84.8,Other specified congenital malformations of integument,SLS3xzdeAij
Q84.9,"Congenital malformation of integument, unspecified",oHa7XC2iT9F
Q85,"Phakomatoses, not elsewhere classified",SSwLBLHyjX1
Q85.0,Neurofibromatosis (nonmalignant),G3PGSztrIeT
Q85.1,Tuberous sclerosis,wqSYb3qGI8B
Q85.8,"Other phakomatoses, not elsewhere classified",K1YczptHuDU
Q85.9,"Phakomatosis, unspecified",X6Yk4e2bcHp
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",ALZAjlHcJjT
Q86.0,Fetal alcohol syndrome (dysmorphic),eZzLio4X0OS
Q86.1,Fetal hydantoin syndrome,JmPBrFL7OQg
Q86.2,Dysmorphism due to warfarin,TcWT0mNj0RM
Q86.8,Other congenital malformation syndromes due to known exogenous causes,a3doXfgaLFe
Q87,Other specified congenital malformation syndromes affecting multiple systems,hDOp2wJxKpf
Q87.0,Congenital malformation syndromes predominantly affecting facial appearance,DducWxLt4bd
Q87.1,Congenital malformation syndromes predominantly associated with short stature,XUhAvLr0Yxu
Q87.2,Congenital malformation syndromes predominantly involving limbs,o6xdW4Vse21
Q87.3,Congenital malformation syndromes involving early overgrowth,HqSlxWu0ijS
Q87.4,Marfan syndrome,lBIkgcLydUb
Q87.5,Other congenital malformation syndromes with other skeletal changes,haK0PPeasLM
Q87.8,"Other specified congenital malformation syndromes, not elsewhere classified",ZE7DNlvZLAm
Q89,"Other congenital malformations, not elsewhere classified",LNGnp7wNrcO
Q89.0,Congenital malformations of spleen,moRu7GpZ931
Q89.1,Congenital malformations of adrenal gland,mubR905z2Bs
Q89.2,Congenital malformations of other endocrine glands,ZCleSd91zw5
Q89.3,Situs inversus,GHSUJRQFTG4
Q89.4,Conjoined twins,DUOVL4V5UHD
Q89.7,"Multiple congenital malformations, not elsewhere classified",HZIxu0ItUNS
Q89.8,Other specified congenital malformations,gBO75eKzQlN
Q89.9,"Congenital malformation, unspecified",bXHIq64igPG
Q90,Down syndrome,CHZdZadeliv
Q90.0,"Trisomy 21, meiotic nondisjunction",zecdYVptEbu
Q90.1,"Trisomy 21, mosaicism (mitotic nondisjunction)",ItZXXBYhQc3
Q90.2,"Trisomy 21, translocation",Pr5m813HbAN
Q90.9,"Down syndrome, unspecified",dyBCSunsc9b
Q91,Edwards syndrome and Patau syndrome,wE14vfb8vd7
Q91.0,"Trisomy 18, meiotic nondisjunction",lPRDRMLLVmz
Q91.1,"Trisomy 18, mosaicism (mitotic nondisjunction)",TnipwGgRtBg
Q91.2,"Trisomy 18, translocation",r45GH5DMA4Z
Q91.3,"Edwards syndrome, unspecified",bH3xLRDwa1C
Q91.4,"Trisomy 13, meiotic nondisjunction",qo3kEgosfG6
Q91.5,"Trisomy 13, mosaicism (mitotic nondisjunction)",pHaXdR1yimj
Q91.6,"Trisomy 13, translocation",HQHgHzTAJVN
Q91.7,"Patau syndrome, unspecified",y6CyloUZuJ8
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",vk4Vzfd64u3
Q92.0,"Whole chromosome trisomy, meiotic nondisjunction",COqkIM9DmQH
Q92.1,"Whole chromosome trisomy, mosaicism (mitotic nondisjunction)",cVQshzTCfRC
Q92.2,Major partial trisomy,FSDSiii4A9M
Q92.3,Minor partial trisomy,fS9b9Gzls0R
Q92.4,Duplications seen only at prometaphase,mS8tQAlyKt4
Q92.5,Duplications with other complex rearrangements,ibS0uH1Skun
Q92.6,Extra marker chromosomes,D6GnozfwWPQ
Q92.7,Triploidy and polyploidy,W3RpEt7qtrD
Q92.8,Other specified trisomies and partial trisomies of autosomes,txLOhcZsVrU
Q92.9,"Trisomy and partial trisomy of autosomes, unspecified",HC3SZkXI5XA
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",e5XTIpGuubc
Q93.0,"Whole chromosome monosomy, meiotic nondisjunction",Yju3ztuuWu2
Q93.1,"Whole chromosome monosomy, mosaicism (mitotic nondisjunction)",ZbXZKtaKD5J
Q93.2,Chromosome replaced with ring or dicentric,PpljoTCpvo8
Q93.3,Deletion of short arm of chromosome 4,PuVlFw0bl46
Q93.4,Deletion of short arm of chromosome 5,LyrBbxpHdg3
Q93.5,Other deletions of part of a chromosome,y4ggieKLsyg
Q93.6,Deletions seen only at prometaphase,mE1n2OLiWsD
Q93.7,Deletions with other complex rearrangements,efqF1iUCCxq
Q93.8,Other deletions from the autosomes,CYzbYkHzVv1
Q93.9,"Deletion from autosomes, unspecified",TA412s3kZhB
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",ggYqL6oLnBS
Q95.0,Balanced translocation and insertion in normal individual,ofwzhlxseTF
Q95.1,Chromosome inversion in normal individual,HcOPuFrg2mf
Q95.2,Balanced autosomal rearrangement in abnormal individual,aFX79m1zEwZ
Q95.3,Balanced sex/autosomal rearrangement in abnormal individual,CkSjj6eb4wr
Q95.4,Individuals with marker heterochromatin,tcHFBmcp3hu
Q95.5,Individuals with autosomal fragile site,ZU5ZLExPROO
Q95.8,Other balanced rearrangements and structural markers,UrqyiPq6E2v
Q95.9,"Balanced rearrangement and structural marker, unspecified",Jkawr6oATre
Q96,Turner syndrome,OOVp8xO4Em3
Q96.0,"Karyotype 45,X",SJ08LNGe9ph
Q96.1,"Karyotype 46,X iso (Xq)",aH4xxRCdEXw
Q96.2,"Karyotype 46,X with abnormal sex chromosome, except iso (Xq)",GOtrNGLtuIc
Q96.3,"Mosaicism, 45,X/46,XX or XY",cRMJyEwVFxh
Q96.4,"Mosaicism, 45,X/other cell line(s) with abnormal sex chromosome",LA3ISGVxk7z
Q96.8,Other variants of Turner syndrome,CGp2mGzpLuc
Q96.9,"Turner syndrome, unspecified",eOEmxQqTJSa
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",jSMziH30Ehs
Q97.0,"Karyotype 47,XXX",Xr840IdWN1p
Q97.1,Female with more than three X chromosomes,i7hdOvSw6gH
Q97.2,"Mosaicism, lines with various numbers of X chromosomes",hhTJRLG6YBv
Q97.3,"Female with 46,XY karyotype",yX92jQj7YaB
Q97.8,"Other specified sex chromosome abnormalities, female phenotype",TDSc8uF0Jjk
Q97.9,"Sex chromosome abnormality, female phenotype, unspecified",nTGKB0b7Mfa
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",UpsQqkPDN2P
Q98.0,"Klinefelter syndrome karyotype 47,XXY",vHWYDoppmmr
Q98.1,"Klinefelter syndrome, male with more than two X chromosomes",pCXum3rc99m
Q98.2,"Klinefelter syndrome, male with 46,XX karyotype",X26Y39HYCvK
Q98.3,"Other male with 46,XX karyotype",Jm49DyF1zvV
Q98.4,"Klinefelter syndrome, unspecified",uxZbzwDtuSl
Q98.5,"Karyotype 47,XYY",E8Wgl2SeHkI
Q98.6,Male with structurally abnormal sex chromosome,KVAHdPBypzV
Q98.7,Male with sex chromosome mosaicism,Y0tuuWOm2hR
Q98.8,"Other specified sex chromosome abnormalities, male phenotype",CGz33sHde9l
Q98.9,"Sex chromosome abnormality, male phenotype, unspecified",GSX2KEb9dOQ
Q99,"Other chromosome abnormalities, not elsewhere classified",OgrOrVTFX6N
Q99.0,"Chimera 46,XX/46,XY",xMgfibNy7ZP
Q99.1,"46,XX true hermaphrodite",xcX2bl9FhlM
Q99.2,Fragile X chromosome,E9koDuWG75h
Q99.8,Other specified chromosome abnormalities,NU533vkMGGu
Q99.9,"Chromosomal abnormality, unspecified",lYYpkBTAVu0
R00,Abnormalities of heart beat,xtQFZNJ9Vwr
R00.0,"Tachycardia, unspecified",B1clmSVbCgz
R00.1,"Bradycardia, unspecified",WCgZmizBJ9a
R00.2,Palpitations,pfeI0W56zMn
R00.8,Other and unspecified abnormalities of heart beat,fuh0v1FMJSf
R01,Cardiac murmurs and other cardiac sounds,d4Ns5DUo3mo
R01.0,Benign and innocent cardiac murmurs,hcqBd7SlEu8
R01.1,"Cardiac murmur, unspecified",R8p0LD2RCQm
R01.2,Other cardiac sounds,R6QYwQ96Pzw
R02,"Gangrene, not elsewhere classified",Pu3kcLPCrj5
R03,"Abnormal blood-pressure reading, without diagnosis",iRHGq9MFlde
R03.0,"Elevated blood-pressure reading, without diagnosis of hypertension",mXp5XbbMcVn
R03.1,Nonspecific low blood-pressure reading,z0ectmycZvr
R04,Haemorrhage from respiratory passages,N6MH7RaC0Ls
R04.0,Epistaxis,CDpxPIX0F3c
R04.1,Haemorrhage from throat,mBRkLXZUFlk
R04.2,Haemoptysis,MmCG16WbwVE
R04.8,Haemorrhage from other sites in respiratory passages,uh129hC4ltq
R04.9,"Haemorrhage from respiratory passages, unspecified",dOw04ltjpAJ
R05,Cough,aJTEUWqbNM1
R06,Abnormalities of breathing,FrsCFl1CrrN
R06.0,Dyspnoea,aukXu1jL50O
R06.1,Stridor,zNUCh541RzC
R06.2,Wheezing,JyyLN0zPpXD
R06.3,Periodic breathing,pNOjFi7Gln8
R06.4,Hyperventilation,tITocIEjfhf
R06.5,Mouth breathing,YY3LB29mAJw
R06.6,Hiccough,FIavJa5E01v
R06.7,Sneezing,aOvF5NpV1HW
R06.8,Other and unspecified abnormalities of breathing,NcHxabNeDYb
R07,Pain in throat and chest,FIXHvHmvv0S
R07.0,Pain in throat,l1IvkMDcJRz
R07.1,Chest pain on breathing,jDoEaAuZ6hO
R07.2,Precordial pain,C9PnJH5kjd8
R07.3,Other chest pain,xS6CyXlIFrM
R07.4,"Chest pain, unspecified",hfujO8F1pEd
R09,Other symptoms and signs involving the circulatory and respiratory systems,B5ytwwfKX0O
R09.0,Asphyxia,ECMDvrWMrpi
R09.1,Pleurisy,PpvwL8GIUGB
R09.2,Respiratory arrest,jrde7KlDXHT
R09.3,Abnormal sputum,ZmgVdrzJ7of
R09.8,Other specified symptoms and signs involving the circulatory and respiratory systems,TCj3HEcvfR3
R10,Abdominal and pelvic pain,Acwyi8ZR4y9
R10.0,Acute abdomen,bgSBaKlDISq
R10.1,Pain localized to upper abdomen,s7WF2kmf7Iq
R10.2,Pelvic and perineal pain,Gfj9Nm7XUMU
R10.3,Pain localized to other parts of lower abdomen,NNzFfAjBudG
R10.4,Other and unspecified abdominal pain,NXNx8gwfliQ
R11,Nausea and vomiting,d9IyVVrH0S0
R12,Heartburn,nnQs4V94SU5
R13,Dysphagia,L28mAbdf1JD
R14,Flatulence and related conditions,fCtieMq2041
R15,Faecal incontinence,fBCqCeSTlHl
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",ZBCrRo09LZw
R16.0,"Hepatomegaly, not elsewhere classified",rjBZZo7XUvo
R16.1,"Splenomegaly, not elsewhere classified",b8f6tcuWgSS
R16.2,"Hepatomegaly with splenomegaly, not elsewhere classified",S7RUtKoW5UR
R17,Unspecified jaundice,CWzAq8aBBgx
R18,Ascites,PuEjfj5vWZN
R19,Other symptoms and signs involving the digestive system and abdomen,m57Vc5xj9N9
R19.0,"Intra-abdominal and pelvic swelling, mass and lump",NBfQSLX5MLQ
R19.1,Abnormal bowel sounds,bvt7lQMHfDU
R19.2,Visible peristalsis,Lk10SwM6ez7
R19.3,Abdominal rigidity,mUVDtApmdzA
R19.4,Change in bowel habit,MB3S4xLvHNO
R19.5,Other faecal abnormalities,cyyyiVzRwKg
R19.6,Halitosis,swmIG9CCKvt
R19.8,Other specified symptoms and signs involving the digestive system and abdomen,mHGLHpgFXwY
R20,Disturbances of skin sensation,ZDmtimM61HL
R20.0,Anaesthesia of skin,sntSMVn8A6l
R20.1,Hypoaesthesia of skin,OZmESi41t5V
R20.2,Paraesthesia of skin,tVaasj8ZILk
R20.3,Hyperaesthesia,lfEZyuoqd0Z
R20.8,Other and unspecified disturbances of skin sensation,FbgOuzvwBHt
R21,Rash and other nonspecific skin eruption,Apy4SnlFjlS
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",VjvBMZcvv8y
R22.0,"Localized swelling, mass and lump, head",fTesBuzeZIH
R22.1,"Localized swelling, mass and lump, neck",ZieeNTl3UPQ
R22.2,"Localized swelling, mass and lump, trunk",YVtNa8POSPn
R22.3,"Localized swelling, mass and lump, upper limb",XhWpBn1Nu7k
R22.4,"Localized swelling, mass and lump, lower limb",mPdX4Ii4Fqi
R22.7,"Localized swelling, mass and lump, multiple sites",RoUnUKot8fV
R22.9,"Localized swelling, mass and lump, unspecified",J0qz3UvzxFm
R23,Other skin changes,nMxEdVipeGI
R23.0,Cyanosis,UuWwJMb9uCb
R23.1,Pallor,jONBu9W3S2V
R23.2,Flushing,n83McMG8FBP
R23.3,Spontaneous ecchymoses,cRCAOQ8vDVW
R23.4,Changes in skin texture,wwFift16o6f
R23.8,Other and unspecified skin changes,RwtjDbIdC7Z
R25,Abnormal involuntary movements,AR3SkMPwfUV
R25.0,Abnormal head movements,kegn6j0TtK0
R25.1,"Tremor, unspecified",Cw6ao7uOJiM
R25.2,Cramp and spasm,XTp2yDlrru2
R25.3,Fasciculation,OX02Z2vbabC
R25.8,Other and unspecified abnormal involuntary movements,D5x8ipXDigl
R26,Abnormalities of gait and mobility,LK5PVEvkD9S
R26.0,Ataxic gait,BDby2AH2UJo
R26.1,Paralytic gait,mh9PaINRCmM
R26.2,"Difficulty in walking, not elsewhere classified",ifzY3eDHVT3
R26.3,Immobility,oiYdByzSxVt
R26.8,Other and unspecified abnormalities of gait and mobility,Wx5meVGJT37
R27,Other lack of coordination,y9UCzBJ9bX2
R27.0,"Ataxia, unspecified",fGlAgFeKEBU
